source	target	depth
hyperreality	sandbox game	4
hyperreality	simulated reality	4
hyperreality	social simulation	4
hyperreality	solipsism	4
hyperreality	suspension of disbelief	4
hyperreality	the symbolic	4
haptic suit	ready player one	4
holographic principle	bekenstein bound	4
holographic principle	black hole thermodynamics	4
holographic principle	bousso's holographic bound	4
holographic principle	brane cosmology	4
holographic principle	digital physics	4
holographic principle	entropic gravity	4
holographic principle	implicate and explicate order	4
holographic principle	margolus–levitin theorem	4
holographic principle	physical cosmology	4
holographic principle	quantum foam	4
extended reality	computer-mediated reality	4
extended reality	head-mounted display	4
extended reality	on-set virtual production	4
extended reality	openxr	4
extended reality	smartglasses	4
extended reality	virtual reality	4
extended reality	wearable computing	4
diorama	armor modeling and preservation society	4
diorama	cosmorama	4
diorama	cyclorama	4
diorama	model airport	4
diorama	moving panorama	4
diorama	myriorama (cards)	4
diorama	nativity scene	4
diorama	model figure	4
diorama	toy	4
diorama	toy soldier	4
computer-mediated reality	extended reality	4
ultimate fate of the universe	alan guth	4
ultimate fate of the universe	andrei linde	4
ultimate fate of the universe	anthropic principle	4
ultimate fate of the universe	arrow of time	4
ultimate fate of the universe	cosmological horizon	4
ultimate fate of the universe	cyclic model	4
ultimate fate of the universe	freeman dyson	4
ultimate fate of the universe	general relativity	4
ultimate fate of the universe	john d. barrow	4
ultimate fate of the universe	kardashev scale	4
ultimate fate of the universe	multiverse	4
ultimate fate of the universe	shape of the universe	4
ultimate fate of the universe	timeline of the far future	4
ultimate fate of the universe	zero-energy universe	4
360-degree video	3d film	4
360-degree video	cinematography	4
360-degree video	digital cinema	4
360-degree video	360 video projection	4
360-degree video	omnidirectional (360-degree) camera	4
360-degree video	msg sphere at the venetian	4
idealism	cogito ergo sum	4
idealism	dialectical idealism	4
idealism	metaphysical solipsism	4
idealism	mind over matter	4
idealism	moral idealism	4
idealism	neo-vedanta	4
idealism	teleological idealism	4
quantum immortality	multiverse	4
16k resolution	virtual reality	4
16k resolution	32k resolution	4
16k resolution	10k resolution	4
16k resolution	8k resolution	4
16k resolution	5k resolution	4
16k resolution	4k resolution	4
16k resolution	2k resolution	4
16k resolution	high-definition television	4
16k resolution	graphics display resolution	4
philosophy of information	barwise prize	3
philosophy of information	complex system	3
philosophy of information	digital divide	3
philosophy of information	digital philosophy	3
philosophy of information	digital physics	3
philosophy of information	game theory	3
philosophy of information	freedom of information	3
philosophy of information	informatics (academic field)	3
philosophy of information	information	3
philosophy of information	information art	3
philosophy of information	information ethics	3
philosophy of information	information theory	3
philosophy of information	international association for computing and philosophy	3
philosophy of information	logic of information	3
philosophy of information	philosophy of artificial intelligence	3
philosophy of information	philosophy of computer science	3
philosophy of information	philosophy of technology	3
philosophy of information	philosophy of thermal and statistical physics	3
philosophy of information	relational quantum mechanics	3
philosophy of information	social informatics	3
philosophy of information	statistical mechanics	3
perennial philosophy	ivan aguéli	3
perennial philosophy	archetypes	3
perennial philosophy	alice bailey	3
perennial philosophy	annie besant	3
perennial philosophy	helena blavatsky	3
perennial philosophy	titus burckhardt	3
perennial philosophy	suheil bushrui	3
perennial philosophy	olavo de carvalho	3
perennial philosophy	henry corbin	3
perennial philosophy	benjamin creme	3
perennial philosophy	julius evola	3
perennial philosophy	evolutionism	3
perennial philosophy	j. n. findlay	3
perennial philosophy	four noble truths	3
perennial philosophy	gautama buddha	3
perennial philosophy	rené guénon	3
perennial philosophy	angus macnab	3
perennial philosophy	maitreya	3
perennial philosophy	meaning of life	3
perennial philosophy	jean-louis michon	3
perennial philosophy	michel de montaigne	3
perennial philosophy	hossein nasr	3
perennial philosophy	rudolf otto	3
perennial philosophy	whitall perry	3
perennial philosophy	kathleen raine	3
perennial philosophy	religious experience	3
perennial philosophy	religious pluralism	3
perennial philosophy	helena roerich	3
perennial philosophy	frithjof schuon	3
perennial philosophy	huston smith	3
perennial philosophy	mateus soares de azevedo	3
perennial philosophy	edith stein	3
perennial philosophy	william stoddart	3
perennial philosophy	syncretism	3
perennial philosophy	the teachings of the mystics	3
perennial philosophy	traditionalist school	3
perennial philosophy	transcendentalism	3
perennial philosophy	transpersonal psychology	3
perennial philosophy	wilbur marshall urban	3
perennial philosophy	wisdom tradition	3
perennial philosophy	r. c. zaehner	3
perennial philosophy	elémire zolla	3
perennial philosophy	educational perennialism	3
perennial philosophy	urreligion	3
social informatics	community informatics	4
social informatics	computational social science	4
social informatics	computer-mediated communication	4
social informatics	e-social science	4
social informatics	hyperpersonal model	4
social informatics	information policy	4
social informatics	social identity model of deindividuation effects (side)	4
social informatics	social information processing theory	4
social informatics	social study of information systems	4
social informatics	sociology of the internet	4
social informatics	urban informatics	4
statistical mechanics	thermodynamics	4
statistical mechanics	non-equilibrium thermodynamics	4
statistical mechanics	chemical thermodynamics	4
statistical mechanics	mechanics	4
statistical mechanics	classical mechanics	4
statistical mechanics	quantum mechanics	4
statistical mechanics	probability	4
statistical mechanics	statistical ensemble (mathematical physics)	4
statistical mechanics	monte carlo method	4
statistical mechanics	molecular dynamics	4
statistical mechanics	statistical physics	4
statistical mechanics	quantum statistical mechanics	4
statistical mechanics	laplace transform	4
relational quantum mechanics	coherence (physics)	4
relational quantum mechanics	measurement in quantum mechanics	4
relational quantum mechanics	measurement problem	4
relational quantum mechanics	philosophy of information	4
relational quantum mechanics	philosophy of physics	4
relational quantum mechanics	quantum decoherence	4
relational quantum mechanics	quantum entanglement	4
relational quantum mechanics	quantum information	4
relational quantum mechanics	quantum zeno effect	4
relational quantum mechanics	schrödinger's cat	4
educational perennialism	philosophy of education	4
educational perennialism	education reform	4
educational perennialism	aristotelianism	4
educational perennialism	thomism	4
educational perennialism	paideia proposal	4
urreligion	ancient semitic religion	4
urreligion	paleolithic religion	4
urreligion	perennial philosophy	4
urreligion	prehistoric religion	4
